Course ID,Level,Course Name,Credit Hours,Section Letters,CRNs,Days Met,Locations,Professors,Course Description,Full Text
MP 6011,Graduate,Seminar in Medical Physics I,1,A;Q,82843;83048,R;,Boggs 347;TBA,C Wang (P);C Wang (P),Weekly 1-hour seminar on topics related to medical physics.,MP 6011 Seminar in Medical Physics I Weekly 1-hour seminar on topics related to medical physics.
MP 6012,Graduate,Seminar in Medical Physics II,1,A,82844,R,Boggs 347,C Wang (P),Weekly 1-hour seminar on topics related to medical physics.,MP 6012 Seminar in Medical Physics II Weekly 1-hour seminar on topics related to medical physics.
MP 6203,Graduate,Radiation Therapy Treatment Planning Laboratory,1,A;Q,82845;91175,W;,Boggs 350;TBA,Eric Elder (P);Eric Elder (P),"Radiation therapy treatment planning course covering conventional radiation therapy treatment planning, monitor unit calculations, and advanced radiation treatment planning techniques.","MP 6203 Radiation Therapy Treatment Planning Laboratory Radiation therapy treatment planning course covering conventional radiation therapy treatment planning, monitor unit calculations, and advanced radiation treatment planning techniques."
MP 6300,Graduate,Radiological Anatomy,1,A;Q,82518;92878,M;,Engineering Sci and Mechanics 212;TBA,Joseph Shelton;Sheela Hanasoge (P),"A survey of the most clinically relevant anatomy as visualized by modern diagnostic imaging; plan radiographs, CT, MRI, and PET are emphasized.","MP 6300 Radiological Anatomy A survey of the most clinically relevant anatomy as visualized by modern diagnostic imaging; plan radiographs, CT, MRI, and PET are emphasized."
MP 6406,Graduate,Radiation Dosimetry &amp; Protection,4,A;Q,91188;92881,MW;,Boggs 347;TBA,Shaheen Dewji (P);Shaheen Dewji (P),"Introduction to the calculation of radiation dose, dosimetry, and health physics.","MP 6406 Radiation Dosimetry &amp; Protection Introduction to the calculation of radiation dose, dosimetry, and health physics."
MP 6756,Graduate,Radiation Physics,3,A;Q,84789;85848,TR;,Engineering Sci and Mechanics 212;TBA,C Wang (P);C Wang (P),"Characteristics of atomic and nuclear radiation, transition probabilities, radioactivity abd isotopes, cross sections, electromagnetic radiation, neutrons, and charges particle interaction with matter.  Crosslisted with NRE 6756 and HP 6756.","MP 6756 Radiation Physics Characteristics of atomic and nuclear radiation, transition probabilities, radioactivity abd isotopes, cross sections, electromagnetic radiation, neutrons, and charges particle interaction with matter.  Crosslisted with NRE 6756 and HP 6756."
MP 7000,Graduate,Master&#39;s Thesis,1,DEO;DEW;ERI;HER;HU;LZH;PET;QWA;RAH;WAN,82625;82701;84818;82926;82703;83328;82705;83019;82699;82702,;;;;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA,Chaitanya Deo (P);Shaheen Dewji (P);Anna Erickson (P);Nolan Hertel (P);Tom Hu (P);Lei Zhu (P);Bojan Petrovic (P);C Wang (P);Farzad Rahnema (P);C Wang (P),No course description is available.,MP 7000 Master&#39;s Thesis No course description is available.
MP 8014,Graduate,Seminars in Medical Physics,2,A;Q,88665;89739,R;,Boggs 347;TBA,C Wang (P);C Wang (P),"Seminars involving current research projects presented by graduate students, faculty, and invited speakers.","MP 8014 Seminars in Medical Physics Seminars involving current research projects presented by graduate students, faculty, and invited speakers."
MP 8901,Graduate,Special Problems,1,QCW,90535,,TBA,C Wang (P),Individual studies and/or experimental investigations of problems of current interest in medical physics.,MP 8901 Special Problems Individual studies and/or experimental investigations of problems of current interest in medical physics.
MP 8903,Graduate,Special Problems,3,HER;QCW;QSB;SBI;WAN,84933;94039;82440;85939;82752,;;;;,TBA;TBA;TBA;TBA;TBA,Nolan Hertel (P);C Wang (P);Steven Biegalski (P);Steven Biegalski (P);C Wang (P),Individual studies and/or experimental investigations of problems of current interest in medical physics.,MP 8903 Special Problems Individual studies and/or experimental investigations of problems of current interest in medical physics.
MP 8904,Graduate,Special Problems,4,WAN,86041,,TBA,C Wang (P),Individual studies and/or experimental investigations of problems of current interest in medical physics.,MP 8904 Special Problems Individual studies and/or experimental investigations of problems of current interest in medical physics.
MP 8905,Graduate,Special Problems,6,ERI,85547,,TBA,Anna Erickson (P),Individual studies and/or experimental investigations of problems of current interest in medical physics.,MP 8905 Special Problems Individual studies and/or experimental investigations of problems of current interest in medical physics.
MP 8906,Graduate,Special Problems,6,NIU;QCW,85552;85032,;,TBA;TBA,Tianye Niu (P);C Wang (P),Individual studies and/or experimental investigation of problems of current interest in medical physics.,MP 8906 Special Problems Individual studies and/or experimental investigation of problems of current interest in medical physics.
MP 9000,Graduate,Doctoral Thesis,1,DEW;ERI;HER;NIU;QCW;QHU;WAN,84083;84819;89599;83642;87199;82890;87033,;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA,Shaheen Dewji (P);Anna Erickson (P);Nolan Hertel (P);Tianye Niu (P);C Wang (P);Tom Hu (P);C Wang (P),No course description is available.,MP 9000 Doctoral Thesis No course description is available.
MSL 1001,Undergraduate,Leadership and Personal Development,3,A;A01,89308;89309,T;R,O&#39;Keefe 209;TBA,Clifford Woodburn (P);Clifford Woodburn (P),"Introduces cadets to the personal challenges and compentencies that are critical for effective leadership. Cadets learn how the personal development of life skills such as critical thinking, goal setting, time management, physical fitness, and stress management relate to leadership, officership, and the Army profession. The focus is on developing basic knowledge and comprehension of Army leadership dimensions while gaining a big picture understanding of the ROTC program, its purpose in the Army, and its advantages for the student.","MSL 1001 Leadership and Personal Development Introduces cadets to the personal challenges and compentencies that are critical for effective leadership. Cadets learn how the personal development of life skills such as critical thinking, goal setting, time management, physical fitness, and stress management relate to leadership, officership, and the Army profession. The focus is on developing basic knowledge and comprehension of Army leadership dimensions while gaining a big picture understanding of the ROTC program, its purpose in the Army, and its advantages for the student."
MSL 2001,Undergraduate,Innovative Team Leadership,3,A;A01,89310;89311,T;R,TBA;TBA,Clifford Woodburn (P);Clifford Woodburn (P),"Explores the dimensions of creative and innovative tactical leadership strategies and styles by examining team dynamics and two historical leadership theories that form the basis of the Army leadership framework (trait and behavior theories). Cadets practice aspects of personal motivation and team building in the context of planning, executing, and assessing team exercises and participating in leadership labs. Focus is on continued development of the knowledge of leadership values and attributes through an understanding of Army rank, structure, duties and basic aspects of land navigation and squad tactics. Case studies provide tangible context for learning the Soldier&#39;s Creed and Warrior Ethos as they apply in the contemporary operating environment (COE).","MSL 2001 Innovative Team Leadership Explores the dimensions of creative and innovative tactical leadership strategies and styles by examining team dynamics and two historical leadership theories that form the basis of the Army leadership framework (trait and behavior theories). Cadets practice aspects of personal motivation and team building in the context of planning, executing, and assessing team exercises and participating in leadership labs. Focus is on continued development of the knowledge of leadership values and attributes through an understanding of Army rank, structure, duties and basic aspects of land navigation and squad tactics. Case studies provide tangible context for learning the Soldier&#39;s Creed and Warrior Ethos as they apply in the contemporary operating environment (COE)."
MSL 3001,Undergraduate,Adaptive Tactical Leadership,4,A;A01;B;B01;EM;EM1,89312;89313;89939;89940;92601;92602,T;R;;;T;R,TBA;TBA;TBA;TBA;TBA;TBA,Clifford Woodburn (P);Clifford Woodburn (P);;;Clifford Woodburn (P);Clifford Woodburn (P),"Challenges cadets to study, practice, and evaluate adaptive leadership skills as they are presented with challenging scenarios related to squad tactical operations. Cadets receive systematic and specific feedback on their leadership attributes and actions. Based on such feedback, as well as their own self evaluations, cadets continue to develop their leadership and critical thinking abilities. The focus is developing cadets&#39; tatical leadership abilities to enable them to succeed at ROTC&#39;s summer Leadership Development and Assessment Course (LDAC).","MSL 3001 Adaptive Tactical Leadership Challenges cadets to study, practice, and evaluate adaptive leadership skills as they are presented with challenging scenarios related to squad tactical operations. Cadets receive systematic and specific feedback on their leadership attributes and actions. Based on such feedback, as well as their own self evaluations, cadets continue to develop their leadership and critical thinking abilities. The focus is developing cadets&#39; tatical leadership abilities to enable them to succeed at ROTC&#39;s summer Leadership Development and Assessment Course (LDAC)."
MSL 4001,Undergraduate,Developing Adaptive Leaders,4,A;A01,89314;89315,T;R,O&#39;Keefe 134;TBA,Clifford Woodburn (P);Clifford Woodburn (P),"Develops cadet proficiency in planning, executing, and assessing complex operations, funtioning as a member of a staff, and providing performance feedback to subordinates. Cadets assess risk, make ethical decisions, and lead fellow ROTC cadets. Lessons on military justice and personnel processes prepare cadets to make the transition to Army officers. MSIV cadets analyze, evaluate, and instruct cadets at lower levels. Both their classroom and battalion leadership experiences are designed to prepare cades for their first unit of assignment. They identify responsibilities of key staff, coordinate staff roles, and use situational opportunitites to teach, train, and develop subordinates.","MSL 4001 Developing Adaptive Leaders Develops cadet proficiency in planning, executing, and assessing complex operations, funtioning as a member of a staff, and providing performance feedback to subordinates. Cadets assess risk, make ethical decisions, and lead fellow ROTC cadets. Lessons on military justice and personnel processes prepare cadets to make the transition to Army officers. MSIV cadets analyze, evaluate, and instruct cadets at lower levels. Both their classroom and battalion leadership experiences are designed to prepare cades for their first unit of assignment. They identify responsibilities of key staff, coordinate staff roles, and use situational opportunitites to teach, train, and develop subordinates."
MSL 4901,Undergraduate,Special Problems,1,A,86966,,TBA,Clifford Woodburn (P),Permits independent study with a faculty member. Topics and research will pursue areas of military science not extensively treated in any other Military Science class.,MSL 4901 Special Problems Permits independent study with a faculty member. Topics and research will pursue areas of military science not extensively treated in any other Military Science class.
ML 2500,Undergraduate,"Think Globally, Act Locally: An Introduction to Cross-Cultural Studies",3,A;UA,93240;93540,MW;,Clough UG Learning Commons 272;TBA,Ren Tan (P);Ren Tan (P),This course introduces students to literature and film from around the globe and teaches comparative literary and cultural studies analysis.,"ML 2500 Think Globally, Act Locally: An Introduction to Cross-Cultural Studies This course introduces students to literature and film from around the globe and teaches comparative literary and cultural studies analysis."
ML 6501,Graduate,Theory and Foundations Seminar,3,A,88912,MW,Manufacture Rel Discip Complex 2405,Andrea Jonsson (P),"Survey of theories in Social and Intercultural Studies; Literary, Media Studies, and Critical Theory; and Linguistics, Language Application, and Technology. Taught in English.","ML 6501 Theory and Foundations Seminar Survey of theories in Social and Intercultural Studies; Literary, Media Studies, and Critical Theory; and Linguistics, Language Application, and Technology. Taught in English."
MUSI 1801,Undergraduate,Special Topics,1,MT,92082,M,Couch 115,Christopher Moore (P),No course description is available.,MUSI 1801 Special Topics No course description is available.
MUSI 2010,Undergraduate,Fundamentals of Musicianship I,3,A,84268,MWF,West Village Dining Commons 277,Cameron Crotts (P),"First semester of integrated sequence in music theory, aural training, music technology, and music literature.","MUSI 2010 Fundamentals of Musicianship I First semester of integrated sequence in music theory, aural training, music technology, and music literature."
MUSI 2012,Undergraduate,Fundamentals of Musicianship III,3,BJ,87755,MWF,West Village Dining Commons 277,Benjamin Diden (P),"The third semester of integrated sequence in music theory, aural training, music technology, and music literature; focused on advanced theory, history, and technology topics.","MUSI 2012 Fundamentals of Musicianship III The third semester of integrated sequence in music theory, aural training, music technology, and music literature; focused on advanced theory, history, and technology topics."
MUSI 2525,Undergraduate,Introduction Audio Technology I,3,GL,87756,MW,West Village Dining Commons 277,Alexander Cohen (P),"Critical understanding of, and hands-on experience with the fundamentals of analog audio technology. Topics include signals and systems, electro-acoustics, sound effects, synthesis and music protocols.","MUSI 2525 Introduction Audio Technology I Critical understanding of, and hands-on experience with the fundamentals of analog audio technology. Topics include signals and systems, electro-acoustics, sound effects, synthesis and music protocols."
MUSI 3018,Undergraduate,Marching Band,2,MB,85696,M,Couch 115,Christopher Moore (P),This course will prepare various traditional and contemporary music for scheduled performances throughout the semester in support various athletic events and School of Music concerts.,MUSI 3018 Marching Band This course will prepare various traditional and contemporary music for scheduled performances throughout the semester in support various athletic events and School of Music concerts.
MUSI 3121,Undergraduate,Concert Band,1,CB,85695,TR,Couch 115,Benjamin Diden (P),"An advanced instrumental ensemble performing traditional and contemporary wind literature. Offered to all students with woodwind, brass, or percussion experience. Audition required.","MUSI 3121 Concert Band An advanced instrumental ensemble performing traditional and contemporary wind literature. Offered to all students with woodwind, brass, or percussion experience. Audition required."
MUSI 3131,Undergraduate,Symphonic Band,1,SB,85719,TR,Couch 115,Benjamin Diden (P),"An advanced instrumental ensemble performing traditional and contemporary wind literature. Offered to all students with woodwind, brass, or percussion experience. Audition required.","MUSI 3131 Symphonic Band An advanced instrumental ensemble performing traditional and contemporary wind literature. Offered to all students with woodwind, brass, or percussion experience. Audition required."
MUSI 3231,Undergraduate,Chamber Choir,1,FAL,88619,MW,West Village Dining Commons 175,Nathan Frank (P),"An auditioned mixed ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres.","MUSI 3231 Chamber Choir An auditioned mixed ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres."
MUSI 3241,Undergraduate,Chorale,1,CH,91177,TR,West Village Dining Commons 175,Brittney Boykin (P),"A non-auditioned mixed ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres.","MUSI 3241 Chorale A non-auditioned mixed ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres."
MUSI 3251,Undergraduate,Glee Club,1,GC,88679,MW,West Village Dining Commons 175,Nathan Frank (P),"A non-auditioned male ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres.","MUSI 3251 Glee Club A non-auditioned male ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres."
MUSI 3261,Undergraduate,Treble Choir,1,TC,88677,TR,West Village Dining Commons 175,Brittney Boykin (P),"A non-auditioned TREBLE ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres.","MUSI 3261 Treble Choir A non-auditioned TREBLE ensemble focused upon the rehearsal, study and performance of choral music. Repertoire varies from various style eras and genres."
MUSI 3311,Undergraduate,Jazz Ensemble,1,A,87687,TR,West Village Dining Commons 175,Cameron Crotts (P),"Jazz Ensemble explores music from the 1920&#39;s to the present, focusing on ensemble playing and improvisation.","MUSI 3311 Jazz Ensemble Jazz Ensemble explores music from the 1920&#39;s to the present, focusing on ensemble playing and improvisation."
MUSI 3321,Undergraduate,Jazz Combo,1,JC,88678,TR,West Village Dining Commons 163,Cameron Crotts (P),Jazz Combos explore small group jazz focusing on ensemble playing and improvisation.,MUSI 3321 Jazz Combo Jazz Combos explore small group jazz focusing on ensemble playing and improvisation.
MUSI 3511,Undergraduate,Percussion Ensemble,1,A,85697,MWF,Couch 115,Christopher Moore (P),An advanced instrumental ensemble performing traditional and contemporary percussion literature. Offered to all students with percussion experience. Audition required.,MUSI 3511 Percussion Ensemble An advanced instrumental ensemble performing traditional and contemporary percussion literature. Offered to all students with percussion experience. Audition required.
MUSI 3551,Undergraduate,Rock and Pop Ensemble,1,CM;FAL;NC,93174;87076;92840,MW;MW;MW,Couch 115;West Village Dining Commons 163;West Village Dining Commons 275,Christopher Moore (P);Nathaniel Condit-Schultz (P);Nathaniel Condit-Schultz (P),A contemporary popular music ensemble performing historical and current popular music. Offered to all students with advanced performing experience. Audition required.,MUSI 3551 Rock and Pop Ensemble A contemporary popular music ensemble performing historical and current popular music. Offered to all students with advanced performing experience. Audition required.
MUSI 3611,Undergraduate,Symphony Orchestra,1,CO;SO,86244;85698,TR;TR,West Village Dining Commons 163;West Village Dining Commons 175,Chaowen Ting (P);Chaowen Ting (P),"An advanced instrumental ensemble performing traditional and contemporary literature. Offered to all students with string, woodwind, brass, or percussion experience. Audition required.","MUSI 3611 Symphony Orchestra An advanced instrumental ensemble performing traditional and contemporary literature. Offered to all students with string, woodwind, brass, or percussion experience. Audition required."
MUSI 3621,Undergraduate,Musicians &amp; their Music,3,0,91987,MTWR,TBA,Jerry Ulrich (P),"An historical survey of music, including analytical listening and cultural context. No prior experience needed.","MUSI 3621 Musicians &amp; their Music An historical survey of music, including analytical listening and cultural context. No prior experience needed."
MUSI 3630,Undergraduate,"The History of Jazz, the Roots and Evolution of an American Musical Art Form",3,A,94172,MW,D.M. Smith 105,,"The history of the American musical art form, Jazz, from its roots within African American work songs through fusion and new directions in jazz.","MUSI 3630 The History of Jazz, the Roots and Evolution of an American Musical Art Form The history of the American musical art form, Jazz, from its roots within African American work songs through fusion and new directions in jazz."
MUSI 3770,Undergraduate,Project Studio: Technology,4,L;LAB,90446;88563,MW;F,West Village Dining Commons 277;West Village Dining Commons 277,Jason Freeman (P);Jason Freeman (P),Thematic project in music technology driven by a foundational research question.,MUSI 3770 Project Studio: Technology Thematic project in music technology driven by a foundational research question.
MUSI 4450,Undergraduate,Integrating Music Into Multimedia,3,UG,92851,TR,West Village Dining Commons 277,Jeremy Muller (P),Techniques for effectively utilizing music and audio in the context of digital multimedia.,MUSI 4450 Integrating Music Into Multimedia Techniques for effectively utilizing music and audio in the context of digital multimedia.
MUSI 4457,Undergraduate,Audio Content Analysis,3,UG,92838,MW,West Village Dining Commons 175,Alexander Lerch (P),The course will survey fundamental techniques in the fast-growing area of Music Information Retrieval (MIR). Credit will not be awarded for both MUSI 4457 and MUSI 6201.,MUSI 4457 Audio Content Analysis The course will survey fundamental techniques in the fast-growing area of Music Information Retrieval (MIR). Credit will not be awarded for both MUSI 4457 and MUSI 6201.
MUSI 4670,Undergraduate,Music Interface Design,3,UG,92811,MW,West Village Dining Commons 175,Stephen Garrett (P),"Theory and practice of designing and prototyping new forms of music interfaces, including percussion, haptic, and augmented traditional constructs.","MUSI 4670 Music Interface Design Theory and practice of designing and prototyping new forms of music interfaces, including percussion, haptic, and augmented traditional constructs."
MUSI 4677,Undergraduate,Music Perception and Cognition,3,UG,92835,TR,West Village Dining Commons 175,Claire Arthur (P),"The course will examine how humans process musical sound, covering the basics of the human auditory system and the experience of musical sound. Credit will not be awarded for both MUSI 4677 and MUSI 6001.","MUSI 4677 Music Perception and Cognition The course will examine how humans process musical sound, covering the basics of the human auditory system and the experience of musical sound. Credit will not be awarded for both MUSI 4677 and MUSI 6001."
MUSI 4698,Undergraduate,Undergraduate Research Assistantship,3,A,89736,,TBA,Alexander Lerch (P),Independent research conducted under the guidance of a faculty member.,MUSI 4698 Undergraduate Research Assistantship Independent research conducted under the guidance of a faculty member.
MUSI 4699,Undergraduate,Undergraduate Research,3,AC,89791,,TBA,Alexander Cohen (P),Independent research conducted under the guidance of a faculty member.,MUSI 4699 Undergraduate Research Independent research conducted under the guidance of a faculty member.
MUSI 4705,Undergraduate,Music Technology Capstone I,4,LEC,86929,MW,TBA,Christopher Moore (P),"Students will implement their broad theoretical and practical knowledge and understanding of music technology in a hands-on project, culminating in public presentation.","MUSI 4705 Music Technology Capstone I Students will implement their broad theoretical and practical knowledge and understanding of music technology in a hands-on project, culminating in public presentation."
MUSI 6001,Graduate,Music Perception and Cognition,3,G,92836,TR,West Village Dining Commons 175,Claire Arthur (P),"This course examines how humans process musical sound, including topics such as the auditory system, psychacoustics, music cognition, and psychology.","MUSI 6001 Music Perception and Cognition This course examines how humans process musical sound, including topics such as the auditory system, psychacoustics, music cognition, and psychology."
MUSI 6002,Graduate,Computer Supported Interactive Music,3,G,92812,MW,West Village Dining Commons 175,Stephen Garrett (P),"Theoretical and practical issues in computer supported interactive music. The course involves readings, class discussions, student presentations, and the design of a final project.","MUSI 6002 Computer Supported Interactive Music Theoretical and practical issues in computer supported interactive music. The course involves readings, class discussions, student presentations, and the design of a final project."
MUSI 6104,Graduate,Integrating Music into Multimedia,3,G,92852,TR,West Village Dining Commons 277,Jeremy Muller (P),To familiarize students with the tools and techniques for effectively utilizing music and audio in the context of digital multimedia and the internet.,MUSI 6104 Integrating Music into Multimedia To familiarize students with the tools and techniques for effectively utilizing music and audio in the context of digital multimedia and the internet.
MUSI 6201,Graduate,Audio Content Analysis,3,G,92839,MW,West Village Dining Commons 175,Alexander Lerch (P),"This class addresses theory and techniques of Music Information Retrieval (MIR). Topics include computational analysis of audio signals, symbolic representations, and pattern recognition techniques. Credit will not be awarded for both MUSI 6201 and MUSI 4457.","MUSI 6201 Audio Content Analysis This class addresses theory and techniques of Music Information Retrieval (MIR). Topics include computational analysis of audio signals, symbolic representations, and pattern recognition techniques. Credit will not be awarded for both MUSI 6201 and MUSI 4457."
MUSI 7000,Graduate,Master&#39;s Thesis,3,AC;CA;NC,91014;90691;92561,;;,TBA;TBA;TBA,Alexander Cohen (P);Claire Arthur (P);Nathaniel Condit-Schultz (P),Advisor guided thesis writing.,MUSI 7000 Master&#39;s Thesis Advisor guided thesis writing.
MUSI 7100,Graduate,Music Technology Research Laboratory,1,01;AC;CA;GW;JF;LA;NC,89750;92383;85560;81993;82120;87167;89114,;MWF;MWF;MWF;MWF;MWF;MWF,TBA;TBA;TBA;TBA;TBA;TBA;TBA,Nathaniel Condit-Schultz (P);Alexander Cohen (P);Claire Arthur (P);Gil Weinberg (P);Jason Freeman (P);Alexander Lerch (P);Nathaniel Condit-Schultz (P),"Advisor guided research and creative work in music technology. Investigation of novel technological and artistic concepts. Design and develop new hardware, software, and musical artifacts.","MUSI 7100 Music Technology Research Laboratory Advisor guided research and creative work in music technology. Investigation of novel technological and artistic concepts. Design and develop new hardware, software, and musical artifacts."
MUSI 7998,Graduate,Preparation for Qualifying Paper,3,GW;JF,89954;85546,;,TBA;TBA,Gil Weinberg (P);Jason Freeman (P),Preparation of qualifying paper for Ph.D. in Music Technology.,MUSI 7998 Preparation for Qualifying Paper Preparation of qualifying paper for Ph.D. in Music Technology.
MUSI 7999,Graduate,Preparation for Qualifying Examination,6,CA;GW;JF,90694;91027;90939,;;,TBA;TBA;TBA,Claire Arthur (P);Gil Weinberg (P);Jason Freeman (P),Preparation for qualifying examinations for Ph.D. in Music Technology.,MUSI 7999 Preparation for Qualifying Examination Preparation for qualifying examinations for Ph.D. in Music Technology.
MUSI 8001,Graduate,Research Methods,3,NC,92813,MW,West Village Dining Commons 175,,"Theoretical and practical issues in music technology research including design patterns, data sets, quantitative and qualitative evaluation standards, proper citation, and print and oral presentation.","MUSI 8001 Research Methods Theoretical and practical issues in music technology research including design patterns, data sets, quantitative and qualitative evaluation standards, proper citation, and print and oral presentation."
MUSI 8002,Graduate,Apprentice Teaching,3,AL;GW,90693;89766,;MWF,TBA;TBA,Alexander Lerch (P);Gil Weinberg (P),"Pedagogical approaches to music technology, focusing on hands-on teaching experience.","MUSI 8002 Apprentice Teaching Pedagogical approaches to music technology, focusing on hands-on teaching experience."
MUSI 8997,Graduate,Teaching Assistantship,1,AC;BD;CM;JF;NC,90859;88258;92181;92432;90857,;;;;,TBA;TBA;TBA;TBA;TBA,Alexander Lerch (P);Benjamin Diden (P);Christopher Moore (P);Jason Freeman (P);Nathaniel Condit-Schultz (P),Independent research conducted under the guidance of a faculty member.,MUSI 8997 Teaching Assistantship Independent research conducted under the guidance of a faculty member.
MUSI 8998,Graduate,Research Assistantship,1,CA;GW;JF;LA;NC,88084;88083;88078;90860;90858,;;;;,TBA;TBA;TBA;TBA;TBA,Claire Arthur (P);Gil Weinberg (P);Jason Freeman (P);Alexander Lerch (P);Nathaniel Condit-Schultz (P),Independent research conducted under the guidance of a faculty member.,MUSI 8998 Research Assistantship Independent research conducted under the guidance of a faculty member.
MUSI 9000,Graduate,Doctoral Thesis,1,AL;GW;JF,88100;89753;86608,;;,TBA;TBA;TBA,Alexander Lerch (P);Gil Weinberg (P);Jason Freeman (P),No course description is available.,MUSI 9000 Doctoral Thesis No course description is available.
NS 1000,Undergraduate,Naval Science Leadership Lab,1,A,87725,T,TBA,Stephanie Hoover (P),Leadership Laboratory is an engaging and interactive professional development course required every semester for Navy and Marine option Midshipmen in the NROTC program.,NS 1000 Naval Science Leadership Lab Leadership Laboratory is an engaging and interactive professional development course required every semester for Navy and Marine option Midshipmen in the NROTC program.
NS 1321,Undergraduate,Introduction to Naval Sciences,3,A,80536,TR,O&#39;Keefe 210,Kathryn Carpenter (P),"This course is an introduction and orientation class designed to give students a broad overview of the roles of the United States Navy and Marine Corps. This course also provides an introduction to the structure, terminology, customs, and uniforms of the Navy and Marine Corps.","NS 1321 Introduction to Naval Sciences This course is an introduction and orientation class designed to give students a broad overview of the roles of the United States Navy and Marine Corps. This course also provides an introduction to the structure, terminology, customs, and uniforms of the Navy and Marine Corps."
NS 2321,Undergraduate,Naval Leadership and Management,3,A,87738,TR,O&#39;Keefe 220,Jesus Rodriguez (P),"Survey of managerial functions, communication, and major theories of leadership and motivation applied to the Navy organization.  Culminates with focus on Naval core values.","NS 2321 Naval Leadership and Management Survey of managerial functions, communication, and major theories of leadership and motivation applied to the Navy organization.  Culminates with focus on Naval core values."
NS 3323,Undergraduate,Evolution of Warfare,3,A,91373,,,,"A historical exploration of warfare practiced by great nations.  Selected campaigns are studied with emphasis on leadership, evolution of tactics, weaponry, and principles of war.","NS 3323 Evolution of Warfare A historical exploration of warfare practiced by great nations.  Selected campaigns are studied with emphasis on leadership, evolution of tactics, weaponry, and principles of war."
NS 3325,Undergraduate,Naval Weapons Systems,3,A,81799,TR,O&#39;Keefe 210,Kathryn Carpenter (P),This course develops and broadens the student&#39;s understanding of basic engineering concepts and principles as applied to naval weapon systems.,NS 3325 Naval Weapons Systems This course develops and broadens the student&#39;s understanding of basic engineering concepts and principles as applied to naval weapon systems.
NS 4320,Undergraduate,Naval Operations and Seamanship,3,0;A,93716;87736,TR;TR,O&#39;Keefe 220;O&#39;Keefe 220,Stephanie Hoover (P);Stephanie Hoover (P),This course builds on the fundamentals presented in its prerequisites and further prepares soon-to-be-commissioned officers to step aboard their new ship/submarine and stand watch.,NS 4320 Naval Operations and Seamanship This course builds on the fundamentals presented in its prerequisites and further prepares soon-to-be-commissioned officers to step aboard their new ship/submarine and stand watch.
NS 4333,Undergraduate,Fundamentals of Maneuver Warfare,3,A,93301,TR,O&#39;Keefe 212,Myron Thomas (P),Broad aspects of warfare and their interactions with manuever warfare doctrine. Focus on the United States Marine Corps as the premier maneuver warfare fighting institution.,NS 4333 Fundamentals of Maneuver Warfare Broad aspects of warfare and their interactions with manuever warfare doctrine. Focus on the United States Marine Corps as the premier maneuver warfare fighting institution.
NEUR 2001,Undergraduate,Principles in Neuroscience,4,A;B;L1;L2;L3;L4,92997;90209;86679;86680;86681;86682,MWF;MWF;T;T;W;W,Skiles 202;Skiles 255;Clough UG Learning Commons 335;Clough UG Learning Commons 335;Clough UG Learning Commons 335;Clough UG Learning Commons 335,Haley Steele (P);Haley Steele (P);Haley Steele (P);Haley Steele (P);Haley Steele (P);Haley Steele (P),Students will learn fundamental principles and methods in neuroscience from problem-based study of te neural subtrates of animal behavior.,NEUR 2001 Principles in Neuroscience Students will learn fundamental principles and methods in neuroscience from problem-based study of te neural subtrates of animal behavior.
NEUR 2001R,Undergraduate,Introduction to Neuroscience Recitation,0,A;B,90070;90071,M;R,Clough UG Learning Commons 129;Skiles 256,Haley Steele (P);Haley Steele (P),Recitation for NEUR 2001,NEUR 2001R Introduction to Neuroscience Recitation Recitation for NEUR 2001
NEUR 2698,Undergraduate,Undergraduate Research Assistantship,3,COP;GRO;JAN;MAR;MIT;SCH;WHE,90756;94189;87430;94022;90769;91745;89976,;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA,Timothy Cope (P);Robert Gross (P);Young Jang (P);Jeffrey Markowitz (P);Cassie Mitchell (P);Eric Schumacher (P);Mark Wheeler (P),Independent research conducted under the guidance of a faculty member.,NEUR 2698 Undergraduate Research Assistantship Independent research conducted under the guidance of a faculty member.
